,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  Gazoz Soda (Br),0.22265,0.32955,0.06154,0.71784,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.16031,0.21188,0.06154,0.31574,0.22265,0.32955,0.06154,0.71784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16031,0.21188,0.06154,0.31574,0.0,0.0,0.0,0.0
   Lamonade (Fl),0.22265,0.32955,0.06154,0.71784,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.16031,0.21188,0.06154,0.31574,0.22265,0.32955,0.06154,0.71784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16031,0.21188,0.06154,0.31574,0.0,0.0,0.0,0.0
    1 Lt (Si),0.11851,0.13817,0.03721,0.64402,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.05617,0.0205,0.03721,0.24192,0.11851,0.13817,0.03721,0.64402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05617,0.0205,0.03721,0.24192,0.0,0.0,0.0,0.0
    345 Ml (Si),0.10414,0.19138,0.02433,0.07382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10414,0.19138,0.02433,0.07382,0.10414,0.19138,0.02433,0.07382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10414,0.19138,0.02433,0.07382,0.0,0.0,0.0,0.0
  Mirinda Orange (Br),0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0
   Orange (Fl),0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0
    1 Lt (Si),0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0
 Munaken (Ve),4.11707,7.54136,6.28022,7.52504,1.65223,2.64554,3.32335,4.61508,2.17712,3.23924,2.25088,2.41468,0.28772,1.65658,0.70599,0.49528,3.7781,7.08842,6.00215,7.22013,0.33897,0.45294,0.27807,0.30491,0.0,0.0,0.0,0.0,0.38243,0.89054,0.58806,1.04117,1.78826,2.90303,3.35658,4.41566,1.59667,3.48094,1.72995,1.9055,0.0,0.0,0.0,0.0,0.34971,0.26685,0.60563,0.16271
  Diet Coke (Br),2.91745,5.29621,3.65375,5.14113,0.78254,0.95611,1.38276,2.52046,1.84719,2.68352,1.565,2.12539,0.28772,1.65658,0.70599,0.49528,2.57848,4.84327,3.37568,4.83622,0.33897,0.45294,0.27807,0.30491,0.0,0.0,0.0,0.0,0.36443,0.63235,0.16324,0.92474,0.77684,0.91607,1.45542,2.27016,1.59667,3.48094,1.72995,1.9055,0.0,0.0,0.0,0.0,0.17951,0.26685,0.30514,0.04073
   Apple (Fl),2.91745,5.29621,3.65375,5.14113,0.78254,0.95611,1.38276,2.52046,1.84719,2.68352,1.565,2.12539,0.28772,1.65658,0.70599,0.49528,2.57848,4.84327,3.37568,4.83622,0.33897,0.45294,0.27807,0.30491,0.0,0.0,0.0,0.0,0.36443,0.63235,0.16324,0.92474,0.77684,0.91607,1.45542,2.27016,1.59667,3.48094,1.72995,1.9055,0.0,0.0,0.0,0.0,0.17951,0.26685,0.30514,0.04073
    1 Lt (Si),0.11759,0.0886,0.46884,0.54527,0.11759,0.0886,0.46884,0.54527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11759,0.0886,0.46884,0.54527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11759,0.0886,0.46884,0.54527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    1.5 Lt (Si),1.60736,3.4471,1.5742,3.41878,0.1824,0.56244,0.42464,1.45838,1.23036,1.63278,0.86806,1.49139,0.1946,1.25188,0.2815,0.46901,1.34355,3.34304,1.51648,3.32939,0.26381,0.10406,0.05772,0.08939,0.0,0.0,0.0,0.0,0.20839,0.62035,0.01026,0.85149,0.18075,0.47544,0.59315,1.17829,1.21822,2.20806,0.94313,1.389,0.0,0.0,0.0,0.0,0.0,0.14325,0.02766,0.0
    300 Ml (Si),0.11244,0.33232,0.17079,0.09187,0.0,0.0,0.0,0.0,0.11244,0.33232,0.17079,0.09187,0.0,0.0,0.0,0.0,0.06131,0.22542,0.05628,0.06362,0.05113,0.1069,0.11451,0.02825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11244,0.33232,0.17079,0.09187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),1.08006,1.42819,1.43992,1.08521,0.48255,0.30507,0.48928,0.51681,0.50439,0.71842,0.52615,0.54213,0.09312,0.4047,0.42449,0.02627,1.05603,1.18621,1.33408,0.89794,0.02403,0.24198,0.10584,0.18727,0.0,0.0,0.0,0.0,0.15604,0.012,0.15298,0.07325,0.4785,0.35203,0.39343,0.5466,0.26601,0.94056,0.61603,0.42463,0.0,0.0,0.0,0.0,0.17951,0.1236,0.27748,0.04073
  Dr Pepper Diet (Br),1.19962,2.24515,2.62647,2.38391,0.86969,1.68943,1.94059,2.09462,0.32993,0.55572,0.68588,0.28929,0.0,0.0,0.0,0.0,1.19962,2.24515,2.62647,2.38391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.25819,0.42482,0.11643,1.01142,1.98696,1.90116,2.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.30049,0.12198
   Lychee (Fl),1.19962,2.24515,2.62647,2.38391,0.86969,1.68943,1.94059,2.09462,0.32993,0.55572,0.68588,0.28929,0.0,0.0,0.0,0.0,1.19962,2.24515,2.62647,2.38391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.25819,0.42482,0.11643,1.01142,1.98696,1.90116,2.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.30049,0.12198
    1 Lt (Si),0.16836,0.22346,0.2898,0.00876,0.16836,0.22346,0.2898,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16836,0.22346,0.2898,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16836,0.22346,0.2898,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    1.5 Lt (Si),0.41487,0.92683,0.24514,1.82506,0.41487,0.92683,0.24514,1.82506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41487,0.92683,0.24514,1.82506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05781,0.10434,0.0,0.41487,0.86902,0.11998,1.82506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02082,0.0
    300 Ml (Si),0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.5766,0.83412,2.01557,0.3957,0.28646,0.53914,1.40565,0.2608,0.29014,0.29498,0.60992,0.1349,0.0,0.0,0.0,0.0,0.5766,0.83412,2.01557,0.3957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.20038,0.32048,0.11643,0.3884,0.63374,1.41542,0.15729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.27967,0.12198
 Sigma Industry (Ve),0.46164,0.01168,0.05984,0.01433,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Faxe Kondi (Br),0.46164,0.01168,0.05984,0.01433,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Cola (Fl),0.46164,0.01168,0.05984,0.01433,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    300 Ml (Si),0.46164,0.01168,0.05984,0.01433,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
